KEY,en,notes,sp,fr,de,it,pt-br
SETBONUS_BIONIC_DESC,"Ваше движение становится Телепортом с бесконечной дальностью.
Части бионического набора больше не Хрупкие.",,"La acción de movimiento se transforma en teletransporte de alcance infinito.
Las piezas biónicas ya no sufren fragilidad.","Votre action de déplacement devient une téléportation à portée infinie.
Les éléments de l'ensemble bionique ne sont plus Fragiles.","Deine Bewegungsaktion wird zu einem Teleport mit unendlicher Reichweite.
Die bionischen Setgegenstände sind nicht mehr zerbrechlich.","La tua azione di movimento diventa un Teletrasporto a raggio d'azione infinito.
I pezzi del set Bionico non sono più Fragili.","Sua ação de movimento se torna um teletransporte de alcance infinito.
Peças do conjunto biônico não são mais frágeis."
,,,,,,,
ARMOR_BONESHAT_NAME,Тюбетейка,,Tapa del cráneo,Couvre-chef crâne,Schädelkappe,Calotta Cranica,Chapéu de Crânio
ARMOR_BONESHAT_DESC,"Ломается, когда [img:shield] истощен.
Когда ломается, получите +1 [img:int] и +3 Регенерацию Здоровья до конца битвы.",,"Se rompe al agotarse [img:shield].
Al romperse, obtiene +1 [img:int] y +3 de regeneración de salud durante el resto del combate.","Se brise quand votre [img:shield] est à 0.
Brisé, vous confère [img:int] +1&nbsp;et Régénération de PV +3&nbsp;jusqu'à la fin du combat.","Geht kaputt, wenn [img:shield] aufgebraucht ist.
Erhalte +1&nbsp;[img:int] und +3&nbsp;Lebensregeneration für den Rest des Kampfes, wenn dies geschieht.","Si rompe quando lo [img:shield] è esaurito.
Quando si rompe, ottieni +1 all'[img:int] e +3 a Rigenerazione Salute per il resto della battaglia.","Quebra quando se [img:shield] se esgota.
Quando este item se quebra, você obtém +1 de [img:int] e +3 de regeneração de saúde pelo resto da batalha."
ARMOR_BONESMASK_NAME,Челюстная Кость,,Mandíbula,Mâchoire,Kieferknochen,Mandibola,Mandíbula
ARMOR_BONESMASK_DESC,"Ломается, когда [img:shield] истощен.
Когда ломается, получите +1 [img:str] и +3 Регенерацию Здоровья до конца битвы.",,"Se rompe al agotarse [img:shield].
Al romperse, obtiene +1 [img:str] y +3 de regeneración de salud durante el resto del combate.","Se brise quand votre [img:shield] est à 0.
Brisé, vous confère [img:str] +1&nbsp;et Régénération de PV +3&nbsp;jusqu'à la fin du combat.","Geht kaputt, wenn [img:shield] aufgebraucht ist.
Erhalte +1&nbsp;[img:str] und +3&nbsp;Lebensregeneration für den Rest des Kampfes, wenn dies geschieht.","Si rompe quando lo [img:shield] è esaurito.
Quando si rompe, ottieni +1 all'[img:int] e +3 a Rigenerazione Salute per il resto della battaglia.","Quebra quando se [img:shield] se esgota.
Quando este item se quebra, você obtém +1 de [img:str] e +3 de regeneração de saúde pelo resto da batalha."
ARMOR_BONESARMOR_NAME,Костяное Ожерелье,,Gargantilla de hueso,Collier d'os,Knochenkette,Collana d'Ossa,Colar de Osso
ARMOR_BONESARMOR_DESC,"Ломается, когда [img:shield] истощен.
Когда ломается, получите +1 [img:dex] и +3 Регенерацию Здоровья до конца битвы.",,"Se rompe al agotarse [img:shield].
Al romperse, obtiene +1 [img:dex] y +3 de regeneración de salud durante el resto del combate.","Se brise quand votre [img:shield] est à 0.
Brisé, vous confère [img:dex] +1&nbsp;et Régénération de PV +3&nbsp;jusqu'à la fin du combat.","Geht kaputt, wenn [img:shield] aufgebraucht ist.
Erhalte +1&nbsp;[img:dex] und +3&nbsp;Lebensregeneration für den Rest des Kampfes, wenn dies geschieht.","Si rompe quando lo [img:shield] è esaurito.
Quando si rompe, ottieni +1 all'[img:int] e +3 a Rigenerazione Salute per il resto della battaglia.","Quebra quando se [img:shield] se esgota.
Quando este item se quebra, você obtém +1 de [img:dex] e +3 de regeneração de saúde pelo resto da batalha."
SETBONUS_BONE_NAME,Бонус Костяного Набора!,,¡Bonificación de conjunto óseo!,Bonus d'ensemble&nbsp;: os&nbsp;!,Setbonus: Knochenrüstung!,Bonus Set: Ossa!,Bônus de Conjunto de Ossos!
SETBONUS_BONE_DESC,Находите случайный обычный костяной предмет в конце каждой битвы.,,Encuentra un objeto de hueso común al azar al final de cada combate.,Vous trouvez un objet commun en os aléatoire à la fin de chaque combat.,Finde am Ende jedes Kampfes einen zufälligen gewöhnlichen Knochengegenstand.,Trovi un oggetto d'ossa comune casuale alla fine di ogni battaglia.,Armaduras de osso não quebram mais quando o [img:shield] se esgota.
,,,,,,,
ARMOR_BRICKHAT_NAME,Кирпичная Шляпа,,Gorro de ladrillo,Chapeau brique,Ziegelhut,Cappello di Mattoni,Chapéu de Tijolo
ARMOR_BRICKHAT_DESC,"Накладывает Ушиб 1 на юнитов, касающихся вас.",,Inflige 1 de moratón a las unidades que entren en contacto con esta.,Inflige Contusion +1&nbsp;aux unités qui vous touchent.,"Verursache Beulen&nbsp;1 bei Einheiten, die dich berühren.",Infliggi Livido 1 alle unità che ti toccano.,Aplique contusão 1 em unidades que entrarem em contato com você.
ARMOR_BRICKMASK_NAME,Кирпичная Маска,,Máscara de ladrillo,Masque brique,Ziegelmaske,Maschera di Mattoni,Máscara de Tijolo
ARMOR_BRICKMASK_DESC,"Накладывает Ушиб 1 на юнитов, касающихся вас.",,Inflige 1 de moratón a las unidades que entren en contacto con esta.,Inflige Contusion +1&nbsp;aux unités qui vous touchent.,"Verursache Beulen&nbsp;1 bei Einheiten, die dich berühren.",Infliggi Livido 1 alle unità che ti toccano.,Aplique contusão 1 em unidades que entrarem em contato com você.
ARMOR_BRICKNECKLACE_NAME,Кирпичное Ожерелье,,Gargantilla de ladrillo,Collier brique,Ziegelhalsband,Collana di Mattoni,Colar de Tijolo
ARMOR_BRICKNECKLACE_DESC,"Накладывает Ушиб 1 на юнитов, касающихся вас.",,Inflige 1 de moratón a las unidades que entren en contacto con esta.,Inflige Contusion +1&nbsp;aux unités qui vous touchent.,"Verursache Beulen&nbsp;1 bei Einheiten, die dich berühren.",Infliggi Livido 1 alle unità che ti toccano.,Aplique contusão 1 em unidades que entrarem em contato com você.
SETBONUS_BRICK_NAME,Бонус Кирпичного Набора!,,¡Bonificación de conjunto de ladrillo!,Bonus d'ensemble&nbsp;: brique&nbsp;!,Setbonus: Ziegelrüstung!,Bonus Set: Mattoni!,Bônus de Conjunto de Tijolo!
SETBONUS_BRICK_DESC,Иммунитет к Отбрасыванию.,,Inmunidad al retroceso.,Immunité au Recul.,Immun gegen Rückstoß.,Immunità al Contraccolpo.,Imunidade contra empurrões.
,,,,,,,
ARMOR_FLESHSHROUD_NAME,Мясной Саван,,Sudario de carne,Voile de chair,Fleischschleier,Sudario di Carne,Véu de Carne
ARMOR_FLESHSHROUD_DESC,"Получайте +1 [img:shield] при каждом лечении.
Когда вы убиваете юнита или уничтожаете труп, он становится мясом.",,"Obtiene +1 [img:shield] cada vez que recupera salud.
Al matar a una unidad o destruir un cadáver, el objeto se transforma en carne.","[img:shield] +1&nbsp;quand vous vous soignez.
Les unités que vous tuez et les cadavres que vous détruisez se changent en viande.","Erhalte jedes Mal, wenn du dich heilst, +1&nbsp;[img:shield].
Wenn du eine Einheit tötest oder eine Leiche zerstörst, wird sie zu Fleisch.","Ottieni +1 allo [img:shield] ogni volta che ti curi.
Quando uccidi un'unità o distruggi un cadavere, esso diventa carne.","Obtenha +1 de [img:shield] toda vez que se curar.
Ao matar uma unidade ou destruir um corpo, ele se torna carne."
ARMOR_IRONJAW_NAME,Железная Челюсть,,Mandíbula de hierro,Mâchoire d'acier,Eisenkiefer,Mascella di Ferro,Mandíbula de Ferro
ARMOR_IRONJAW_DESC,Контратакуйте в ближнем бою укусом на 3 урона с Вампиризмом.,,Contrarresta a los atacantes cuerpo a cuerpo con un mordisco que inflige 3 de daño con robavida.,Contre-attaque face aux attaques au corps à corps à l'aide d'une morsure qui inflige 3&nbsp;dégâts avec Vol de vie.,"Kontere Nahkämpfer mit einem Biss, der 3&nbsp;Schaden verursacht und Leben absaugt.",Contrattacca gli attaccanti corpo a corpo con un morso che infligge 3 di danno con Rubavita.,Contra-ataque agressores corpo-a-corpo com uma mordida que causa 3 de dano e possui roubo de vida.
ARMOR_HOOKEDNECKLACE_NAME,Ожерелье с Крюками,,Gargantilla ganchuda,Collier de crochets,Hakenhalskette,Collana Uncinata,Colar de Ganchos
ARMOR_HOOKEDNECKLACE_DESC,"+2 Шипы. Рассекает юнитов, касающихся вас.",,+2 de espinas. Hace una incisión a las unidades que entren en contacto con esta.,Épines +2. Inflige Fendoir aux unités qui vous touchent.,"+2&nbsp;Dornen. Schlachte Einheiten, die dich berühren.",+2 Spine. Infliggi Fendente alle unità che ti toccano.,+2 de espinhos. Cause cisão em unidades que entrarem em contato com você.
SETBONUS_BUTCHER_NAME,Бонус Набора Мясника!,,¡Bonificación de conjunto de carnicero!,Bonus d'ensemble&nbsp;: barbare&nbsp;!,Setbonus: Schlachter!,Bonus Set: Macellaio!,Bônus de Conjunto de Açougueiro!
SETBONUS_BUTCHER_DESC,"Еда и лом, которые вы создаете, больше.",,Se generan recogibles de chatarra y de comida más grandes.,La nourriture et les morceaux de ferraille que vous faites apparaître sont plus gros.,"Essens- und Schrottgegenstände, die du erscheinen lässt, sind größer.",I raccoglibili Cibo e Rottami che generi sono più grandi.,Coletáveis de comida e sucata que você gera são maiores.
,,,,,,,
ARMOR_CACTUSMASK_NAME,Кактусовая Маска,,Máscara de cactus,Masque cactus,Kaktkusmaske,Maschera del Cactus,Máscara de Cacto
ARMOR_CACTUSMASK_DESC,"+3 Шипы, Ломкая.
Получите +2 [img:con] навсегда и исцелите 10 ОЗ, когда ломается.",,"+3 de espinas, endeblez.
Obtiene +2 [img:con] para siempre y recupera 10 PS al romperse.","Épines +3, Cassant.
[img:con] +2&nbsp;de façon permanente, rend 10&nbsp;PV quand brisé.","+3&nbsp;Dornen, Spröde.
Erhalte dauerhaft +2&nbsp;[img:con] und heile 10&nbsp;LP, wenn dieser Gegenstand kaputtgeht.","+3 Spine, Friabile.
Ottieni +2 alla [img:con] permanentemente e rigeneri 10 PS quando si rompe.","+3 de espinhos. Quebradiço.
Obtenha +2 de [img:con] permanentemente e cure 10 PV quando este item se quebrar."
ARMOR_CACTUSHAT_NAME,Кактусовая Шляпа,,Sombrero de cactus,Chapeau cactus,Kaktushut,Cappello del Cactus,Chapéu de Cacto
ARMOR_CACTUSHAT_DESC,"+3 Шипы, Ломкая.
Получите +2 [img:con] навсегда и исцелите 10 ОЗ, когда ломается.",,"+3 de espinas, endeblez.
Obtiene +2 [img:con] para siempre y recupera 10 PS al romperse.","Épines +3, Cassant.
[img:con] +2&nbsp;de façon permanente, rend 10&nbsp;PV quand brisé.","+3&nbsp;Dornen, Spröde.
Erhalte dauerhaft +2&nbsp;[img:con] und heile 10&nbsp;LP, wenn dieser Gegenstand kaputtgeht.","+3 Spine, Friabile.
Ottieni +2 alla [img:con] permanentemente e rigeneri 10 PS quando si rompe.","+3 de espinhos. Quebradiço.
Obtenha +2 de [img:con] permanentemente e cure 10 PV quando este item se quebrar."
ARMOR_CACTUSNECKLACE_NAME,Кактусовое Ожерелье,,Gargantilla de cactus,Collier cactus,Kaktushalskette,Collana del Cactus,Colar de Cacto
ARMOR_CACTUSNECKLACE_DESC,"+3 Шипы, Ломкая.
Получите +2 [img:con] навсегда и исцелите 10 ОЗ, когда ломается.",,"+3 de espinas, endeblez.
Obtiene +2 [img:con] para siempre y recupera 10 PS al romperse.","Épines +3, Cassant.
[img:con] +2&nbsp;de façon permanente, rend 10&nbsp;PV quand brisé.","+3&nbsp;Dornen, Spröde.
Erhalte dauerhaft +2&nbsp;[img:con] und heile 10&nbsp;LP, wenn dieser Gegenstand kaputtgeht.","+3 Spine, Friabile.
Ottieni +2 alla [img:con] permanentemente e rigeneri 10 PS quando si rompe.","+3 de espinhos. Quebradiço.
Obtenha +2 de [img:con] permanentemente e cure 10 PV quando este item se quebrar."
SETBONUS_CACTUS_NAME,Бонус Кактусового Набора!,,¡Bonificación de conjunto de cactus!,Bonus d'ensemble&nbsp;: cactus&nbsp;!,Setbonus: Kaktus!,Bonus Set: Cactus!,Bônus de Conjunto de Cacto!
SETBONUS_CACTUS_DESC,"+2 Шипы.
Когда любая Кактусовая броня ломается, навсегда увеличьте все статы на 1.",,"+2 de espinas.
Siempre que se rompe una armadura de cactus, todos los atributos aumentan en 1, para siempre.","Épines +2.
Quand une pièce d'armure cactus se brise, vos stats augmentent de 1&nbsp;de façon permanente.","+2&nbsp;Dornen.
Immer, wenn ein Kaktusgegenstand kaputtgeht, erhöhen sich all deine Attribute dauerhaft um 1.","+2 Spine.
Ogni volta che si rompe un pezzo d'armatura di tipo cactus, tutte le tue statistiche aumentano permanentemente di 1.","+2 de espinhos.
Sempre que qualquer peça de armadura de cacto se quebra, aumente permanentemente todos os seus atributos em 1."
,,,,,,,
ARMOR_CARAPACEHAT_NAME,Панцирная Шляпа,,Sombrero de caparazón,Chapeau carapace,Panzerhut,Cappello a Carapace,Chapéu de Carapaça
ARMOR_CARAPACEHAT_DESC,Снимите 1 стак случайного негативного эффекта в конце хода.,,Elimina 1 acumulación de un efecto de estado negativo al azar al final del turno.,Dissipe +1&nbsp;cumul de malus aléatoire à la fin de votre tour.,"Reinige 1&nbsp;Stapel eines zufälligen negativen Statuseffekts, wenn du deinen Zug beendest.",Rimuove 1 stack di un effetto di stato negativo casuale alla fine del tuo turno.,Purifique uma acumulação de um efeito de estado negativo aleatório ao finalizar seu turno.
ARMOR_CARAPACEMASK_NAME,Панцирная Маска,,Máscara de caparazón,Masque carapace,Panzermaske,Maschera a Carapace,Máscara de Carapaça
ARMOR_CARAPACEMASK_DESC,Снимите 1 стак случайного негативного эффекта в конце хода.,,Elimina 1 acumulación de un efecto de estado negativo al azar al final del turno.,Dissipe +1&nbsp;cumul de malus aléatoire à la fin de votre tour.,"Reinige 1&nbsp;Stapel eines zufälligen negativen Statuseffekts, wenn du deinen Zug beendest.",Rimuove 1 stack di un effetto di stato negativo casuale alla fine del tuo turno.,Purifique uma acumulação de um efeito de estado negativo aleatório ao finalizar seu turno.
ARMOR_CARAPACENECKLACE_NAME,Панцирное Ожерелье,,Gargantilla de caparazón,Collier carapace,Panzerhalskette,Collana a Carapace,Colar de Carapaça
ARMOR_CARAPACENECKLACE_DESC,Снимите 1 стак случайного негативного эффекта в конце хода.,,Elimina 1 acumulación de un efecto de estado negativo al azar al final del turno.,Dissipe +1&nbsp;cumul de malus aléatoire à la fin de votre tour.,"Reinige 1&nbsp;Stapel eines zufälligen negativen Statuseffekts, wenn du deinen Zug beendest.",Rimuove 1 stack di un effetto di stato negativo casuale alla fine del tuo turno.,Purifique uma acumulação de um efeito de estado negativo aleatório ao finalizar seu turno.
SETBONUS_CARAPACE_NAME,Бонус Панцирного Набора!,,¡Bonificación de conjunto de caparazón!,Bonus d'ensemble&nbsp;: carapace&nbsp;!,Setbonus: Panzer!,Bonus Set: Carapace!,Bônus de Conjunto de Carapaça!
SETBONUS_CARAPACE_DESC,Получите 3 случайных повышения характеристик в конце вашего хода.,,Obtiene 3 aumentos de atributo al azar al final del turno.,Vous confère +3&nbsp;stats aléatoires à la fin de votre tour.,Erhalte am Ende deines Zuges einen Bonus auf 3 zufällige Attribute.,Ottieni 3 potenziamenti casuali alle statistiche alla fine del tuo turno.,Obtenha 3 atributos aleatórios aumentados no final do seu turno.
,,,,,,,
ARMOR_CARDBOARDHAT_NAME,Картонная Шляпа,,Sombrero de cartón,Chapeau en carton,Papphut,Cappello di Cartone,Chapéu de Papelão
ARMOR_CARDBOARDHAT_DESC,"Хрупкая, Воспламеняемая, Ломкая если мокрая.",,"Esta unidad sufre fragilidad, inflamabilidad y endeblez mientras está mojada.","Fragile, Inflammable et Cassant quand Mouillé.","Zerbrechlich, leicht brennbar, spröde, wenn er nass wird.","Fragile, Infiammabile, Friabile se bagnato.","Frágil, inflamável, quebradiço ao molhar."
ARMOR_CARDBOARDMASK_NAME,Картонная Маска,,Máscara de cartón,Masque en carton,Pappmaske,Maschera di Cartone,Máscara de Papelão
ARMOR_CARDBOARDMASK_DESC,"Хрупкая, Воспламеняемая, Ломкая если мокрая.",,"Esta unidad sufre fragilidad, inflamabilidad y endeblez mientras está mojada.","Fragile, Inflammable et Cassant quand Mouillé.","Zerbrechlich, leicht brennbar, spröde, wenn sie nass wird.","Fragile, Infiammabile, Friabile se bagnata.","Frágil, inflamável, quebradiço ao molhar."
ARMOR_CARDBOARDARMOR_NAME,Картонное Ожерелье,,Gargantilla de cartón,Collier en carton,Papphalskette,Collana di Cartone,Colar de Papelão
ARMOR_CARDBOARDARMOR_DESC,"Хрупкая, Воспламеняемая, Ломкая если мокрая.",,"Esta unidad sufre fragilidad, inflamabilidad y endeblez mientras está mojada.","Fragile, Inflammable et Cassant quand Mouillé.","Zerbrechlich, leicht brennbar, spröde, wenn sie nass wird.","Fragile, Infiammabile, Friabile se bagnata.","Frágil, inflamável, quebradiço ao molhar."
SETBONUS_CARDBOARD_NAME,Бонус Картонного Набора!,,¡Bonificación de conjunto de cartón!,Bonus d'ensemble&nbsp;: carton&nbsp;!,Setbonus: Papprüstung!,Bonus Set: Cartone!,Bônus de Conjunto de Papelão!
SETBONUS_CARDBOARD_DESC,Части картонного набора больше не Хрупкие.,,Las piezas de cartón ya no sufren de fragilidad.,Les éléments de l'ensemble en carton ne sont plus Fragiles.,Pappgegenstände sind nicht mehr zerbrechlich.,I pezzi del set di cartone non sono più fragili.,Peças do conjunto de papelão não são mais frágeis.
,,,,,,,
ARMOR_CATHIDEHAT_NAME,Шляпа из Кошачьей Шкуры,,Gorro de pellejo de gato,Chapeau en peau de chat,Katzenlederhut,Cappello di Pelle di Gatto,Chapéu de Couro de Gato
ARMOR_CATHIDEHAT_DESC,"+1 Регенерация Здоровья.
5% шанс призвать Фамильяра-Блоху в конце вашего хода.",,"+1 de regeneración de salud.
5 % de probabilidad de generar un familiar pulga al final del turno.","Régénération de PV +1.
+5&nbsp;% de chances d'invoquer une puce de compagnie à la fin de votre tour.","+1&nbsp;Lebensregeneration.
5%ige Wahrscheinlichkeit, am Ende deines Zuges einen Flohbegleiter zu rufen.","+1 a Rigenerazione Salute.
5% di probabilità di generare un famiglio Pulce alla fine del tuo turno.","+1 de regeneração de saúde.
5% de chance de gerar um familiar pulga no final do seu turno."
ARMOR_CATHIDEMASK_NAME,Маска из Кошачьей Шкуры,,Máscara de pellejo de gato,Masque en peau de chat,Katzenledermaske,Maschera di Pelle di Gatto,Máscara de Couro de Gato
ARMOR_CATHIDEMASK_DESC,"+1 Регенерация Здоровья.
5% шанс призвать Фамильяра-Блоху в конце вашего хода.",,"+1 de regeneración de salud.
5 % de probabilidad de generar un familiar pulga al final del turno.","Régénération de PV +1.
+5&nbsp;% de chances d'invoquer une puce de compagnie à la fin de votre tour.","+1&nbsp;Lebensregeneration.
5%ige Wahrscheinlichkeit, am Ende deines Zuges einen Flohbegleiter zu rufen.","+1 a Rigenerazione Salute.
5% di probabilità di generare un famiglio Pulce alla fine del tuo turno.","+1 de regeneração de saúde.
5% de chance de gerar um familiar pulga no final do seu turno."
ARMOR_CATHIDEARMOR_NAME,Броня из Кошачьей Шкуры,,Armadura de pellejo de gato,Armure en peau de chat,Katzenlederrüstung,Armatura di Pelle di Gatto,Armadura de Couro de Gato
ARMOR_CATHIDEARMOR_DESC,"+1 Регенерация Здоровья.
5% шанс призвать Фамильяра-Блоху в конце вашего хода.",,"+1 de regeneración de salud.
5 % de probabilidad de generar un familiar pulga al final del turno.","Régénération de PV +1.
+5&nbsp;% de chances d'invoquer une puce de compagnie à la fin de votre tour.","+1&nbsp;Lebensregeneration.
5%ige Wahrscheinlichkeit, am Ende deines Zuges einen Flohbegleiter zu rufen.","+1 a Rigenerazione Salute.
5% di probabilità di generare un famiglio Pulce alla fine del tuo turno.","+1 de regeneração de saúde.
5% de chance de gerar um familiar pulga no final do seu turno."
SETBONUS_CATHIDE_NAME,Бонус Набора из Шкуры!,,¡Bonificación de conjunto de pellejo de gato!,Bonus d'ensemble&nbsp;: peau de chat&nbsp;!,Setbonus: Katzenleder!,Bonus Set: Pelle di Gatto!,Bônus de Conjunto de Couro de Gato
SETBONUS_CATHIDE_DESC,"5% шанс призвать Блоху каждый ход.
Фамильяры имеют +1 Урон и +1 дальность движения.",,"5 % de probabilidad de generar una pulga cada turno.
Los familiares obtienen +1 de daño y +1 de alcance del movimiento.","5&nbsp;% de chances d'invoquer une puce de compagnie chaque tour.
Les familiers bénéficient de Dégâts +1&nbsp;et Portée de déplacement +1.","5%ige Wahrscheinlichkeit, in jedem Zug einen Floh zu rufen.
Begleiter haben +1&nbsp;Schaden und +1&nbsp;Bewegungsreichweite.","5% di probabilità di generare una Pulce ogni turno.
I famigli hanno +1 al Danno e +1 al raggio di movimento.","5% de chance de gerar uma pulga em cada turno.
Familiares possuem +1 de dano e +1 de alcance de movimento."
,,,,,,,
ARMOR_CAVEMANWIG_NAME,Парик Пещерного Человека,,Peluca cavernícola,Perruque primitive,Perücke eines Höhlenmenschen,Parrucca da Cavernicolo,Peruca de Homem das Cavernas
ARMOR_CAVEMANWIG_DESC,Призовите 1-3 Очарованных Вшей в начале каждой битвы.,,Genera 1-3 piojos embrujados al inicio de cada combate.,Invoque 1&nbsp;à 3&nbsp;poux envoûtés au début de chaque combat.,Rufe am Anfang jedes Kampfes 1&nbsp;– 3 freundlichen Läuse.,Generi 1-3 Pidocchi Ammaliati all'inizio di ogni battaglia.,Gere 1-3 piolhos enfeitiçados no início de cada batalha.
ARMOR_CAVEMANEYEBROWS_NAME,Брови Пещерного Человека,,Cejas cavernícolas,Sourcils primitifs,Augenbrauen eines Höhlenmenschen,Sopracciglia da Cavernicolo,Sobrancelhas de Homem das Cavernas
ARMOR_CAVEMANEYEBROWS_DESC,Ваше оружие наносит двойной урон.,,Las armas infligen el doble de daño.,Vos armes infligent des dégâts doublés.,Deine Waffen verursachen doppelten Schaden.,Le tue armi infliggono il doppio del danno.,Suas armas causam dano dobrado.
ARMOR_CAVEMANNECKLACE_NAME,Ожерелье Пещерного Человека,,Gargantilla cavernícola,Collier primitif,Halskette eines Höhlenmenschen,Collana da Cavernicolo,Colar de Homem das Cavernas
ARMOR_CAVEMANNECKLACE_DESC,+33% критического урона.,,+33 % de daño crítico.,Dégâts critiques +33&nbsp;%.,+33&nbsp;% kritischer Schaden.,+33% al danno critico.,+33% de dano crítico.
SETBONUS_CAVEMAN_NAME,Бонус Набора Пещерного Человека!,,¡Bonificación de conjunto cavernícola!,Bonus d'ensemble&nbsp;: primitif&nbsp;!,Setbonus: Rüstung eines Höhlenmenschen!,Bonus Set: Cavernicolo!,Bônus de Conjunto de Homem das Cavernas!
SETBONUS_CAVEMAN_DESC,"Если ваша [img:int] равна 1 или меньше, получите Стойкость 5.",,"Si tiene 1 o menos de [img:int], obtiene 5 de refuerzo.","Si votre [img:int] est d'1&nbsp;ou moins, vous confère Garde 5.","Erhalte Wappnen&nbsp;5, wenn deine [img:int] 1 oder weniger beträgt.","Se la tua [img:int] è pari o inferiore a 1, ottieni Guardia 5.","Se a sua [img:int] for igual ou menor a 1, obtenha preparação 5."
,,,,,,,
ARMOR_OCULARCHIP_NAME,Глазной Чип,,Chip ocular,Puce oculaire,Okularchip,Chip Oculare,Chip Ocular
ARMOR_OCULARCHIP_DESC,Ваши заклинания стоят -1 ману.,,Sus hechizos cuestan -1 de maná.,Vos sorts coûtent -1&nbsp;mana.,Deine Zauber kosten -1&nbsp;Mana.,I tuoi incantesimi costano -1 mana.,Seus encantamentos custam -1 de mana.
ARMOR_CEREBRALCHIP_NAME,Церебральный Чип,,Chip cerebral,Puce cérébrale,Zerebralchip,Chip Cerebrale,Chip Cerebral
ARMOR_CEREBRALCHIP_DESC,Ваши заклинания стоят -1 ману.,,Sus hechizos cuestan -1 de maná.,Vos sorts coûtent -1&nbsp;mana.,Deine Zauber kosten -1&nbsp;Mana.,I tuoi incantesimi costano -1 mana.,Seus encantamentos custam -1 de mana.
ARMOR_SPINALCHIP_NAME,Спинальный Чип,,Chip espinal,Puce vertébrale,Spinalchip,Chip Spinale,Chip Espinhal
ARMOR_SPINALCHIP_DESC,Ваши заклинания стоят -1 ману.,,Sus hechizos cuestan -1 de maná.,Vos sorts coûtent -1&nbsp;mana.,Deine Zauber kosten -1&nbsp;Mana.,I tuoi incantesimi costano -1 mana.,Seus encantamentos custam -1 de mana.
SETBONUS_CHIP_NAME,Бонус Набора Чипов!,,¡Bonificación de conjunto de chip!,Bonus d'ensemble&nbsp;: puce&nbsp;!,Setbonus: Chips!,Bonus Set: Chip!,Bônus de Conjunto de Chip!
SETBONUS_CHIP_DESC,"В конце хода, если вы сотворили ровно 5 заклинаний, удвойте следующее.",,"Al final del turno, si esta unidad lanza exactamente 5 hechizos, se duplica el siguiente.","À la fin de votre tour, si vous avez lancé exactement 5&nbsp;sorts, votre prochain sort sera lancé 2&nbsp;fois.","Wenn du deinen Zug beendest und genau 5&nbsp;Zauber gewirkt hast, wird dein nächster Zauber zweimal gewirkt.","Quando finisci il tuo turno, se lanci esattamente 5 incantesimi, lanci due volte il tuo incantesimo successivo.","Ao finalizar seu turno, se você tiver lançado exatamente 5 encantamentos, lance seu próximo encantamento duas vezes."
,,,,,,,
ARMOR_CLERICHAT_NAME,Митра Клирика,,Sombrero de clérigo,Mitre de sage,Klerikermitra,Mitra del Chierico,Chapéu de Clérigo
ARMOR_CLERICHAT_DESC,Ваше лечение лечит на 2 больше.,,Las acciones curativas devuelven 2 PS extras.,Vos soins vous rendent +2&nbsp;PV.,Deine Heilungen heilen 2&nbsp;LP mehr.,Le tue cure rigenerano 2 PS extra.,Suas curas são 2 pontos mais eficientes.
ARMOR_CLERICRELIC_NAME,Реликвия Клирика,,Reliquia de clérigo,Relique de sage,Klerikerreliquie,Reliquia del Chierico,Relíquia de Clérigo
ARMOR_CLERICRELIC_DESC,"+1 Стойкость.
+15% шанс наложить Страх на юнитов, касающихся или атакующих вас.",,"+1 de refuerzo.
+15 % de probabilidad de infligir miedo a las unidades que entren en contacto con esta o que la ataquen.","Garde +1.
+15&nbsp;% de chances d'infliger Peur aux ennemis qui vous touchent ou vous attaquent.","+1 Wappnen.
+15&nbsp;% Wahrscheinlichkeit, bei Einheiten, die dich berühren oder angreifen, Angst zu verursachen.","+1 alla Guardia.
+15% di probabilità di infliggere Paura alle unità che ti toccano o ti attaccano.","+1 de preparação.
+15% de chance de aplicar medo em unidades que atacarem ou entrarem em contato com você."
ARMOR_CLERICTEARS_NAME,Слезы Клирика,,Lágrimas de clérigo,Larmes de sage,Kleriktertränen,Lacrime del Chierico,Lágrimas de Clérigo
ARMOR_CLERICTEARS_DESC,"Получите +1 [img:divineshield] каждый раз, когда союзника вырубают.",,Obtiene +1 [img:divineshield] cada vez que un aliado cae abatido.,[img:divineshield] +1&nbsp;chaque fois qu'un allié est mis K.O.,"Erhalte jedes Mal, wenn ein Verbündeter in Ohnmacht fällt, +1&nbsp;[img:divineshield].",Ottieni +1 allo [img:divineshield] ogni volta che un alleato è KO.,Obtenha +1 de [img:divineshield] sempre que um aliado ficar inconsciente.
SETBONUS_CLERIC_NAME,Бонус Набора Клирика!,,¡Bonificación de conjunto de clérigo!,Bonus d'ensemble&nbsp;: sage&nbsp;!,Setbonus: Klerikerroben!,Bonus Set: Chierico!,Bônus de Conjunto de Clérigo!
